what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.ui.views,3.5.0.I20100527-0800,"org.eclipse.ui.views",1718184342069
started,bundle,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"org.eclipse.ui.workbench",1718184342069
started,bundle,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.workbench.texteditor",1718184342069
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1718184342069
started,bundle,org.eclipse.wst.common.emf,1.2.1.v201008260500,"org.eclipse.wst.common.emf",1718184342069
started,bundle,org.eclipse.wst.common.emfworkbench.integration,1.2.2.v201008242000,"org.eclipse.wst.common.emfworkbench.integration",1718184342069
started,bundle,org.eclipse.wst.common.frameworks,1.2.0.v201003040800,"org.eclipse.wst.common.frameworks",1718184342069
started,bundle,org.eclipse.wst.common.project.facet.core,1.4.102.v201008170019,"org.eclipse.wst.common.project.facet.core",1718184342069
started,bundle,org.eclipse.wst.jsdt.core,1.1.2.v201009011528,"org.eclipse.wst.jsdt.core",1718184342084
started,bundle,org.eclipse.wst.jsdt.manipulation,1.0.200.v201004150600,"org.eclipse.wst.jsdt.manipulation",1718184342087
started,bundle,org.eclipse.wst.jsdt.ui,1.1.2.v201009010353,"org.eclipse.wst.jsdt.ui",1718184342087
started,bundle,org.eclipse.wst.web,1.1.401.v201007151900,"org.eclipse.wst.web",1718184342087
os,sysinfo,,,"win32",1718184342094
arch,sysinfo,,,"x86_64",1718184342094
ws,sysinfo,,,"win32",1718184342094
locale,sysinfo,,,"en_IN",1718184342094
processors,sysinfo,,,"8",1718184342094
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1718184342094
java.runtime.version,sysinfo,,,"1.8.0_202-b08",1718184342094
java.specification.name,sysinfo,,,"Java Platform API Specification",1718184342094
java.specification.vendor,sysinfo,,,"Oracle Corporation",1718184342094
java.specification.version,sysinfo,,,"1.8",1718184342094
java.vendor,sysinfo,,,"Oracle Corporation",1718184342094
java.version,sysinfo,,,"1.8.0_202",1718184342094
java.vm.info,sysinfo,,,"mixed mode",1718184342094
java.vm.name,sysinfo,,,"Java HotSpot(TM) 64-Bit Server VM",1718184342094
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1718184342094
java.vm.specification.vendor,sysinfo,,,"Oracle Corporation",1718184342094
java.vm.specification.version,sysinfo,,,"1.8",1718184342094
java.vm.vendor,sysinfo,,,"Oracle Corporation",1718184342094
java.vm.version,sysinfo,,,"25.202-b08",1718184342094
started,bundle,org.eclipse.mylyn.commons.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.commons.ui",1718184343062
started,bundle,org.eclipse.mylyn.bugzilla.core,3.4.2.v20100902-0100-e3x,"org.eclipse.mylyn.bugzilla.core",1718184343160
started,bundle,org.eclipse.mylyn.bugzilla.ui,3.4.2.v20100909-0100-e3x,"org.eclipse.mylyn.bugzilla.ui",1718184343270
started,bundle,org.eclipse.mylyn.context.core,3.4.1.v20100909-0100-e3x,"org.eclipse.mylyn.context.core",1718184343427
started,bundle,org.eclipse.mylyn.context.ui,3.4.1.v20100909-0100-e3x,"org.eclipse.mylyn.context.ui",1718184343443
started,bundle,org.eclipse.mylyn.tasks.ui,3.4.2.v20100902-0100-e3x,"org.eclipse.mylyn.tasks.ui",1718184343600
started,bundle,org.eclipse.mylyn.team.ui,3.4.2.v20100909-0100-e3x,"org.eclipse.mylyn.team.ui",1718184343616
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1718184343625
started,bundle,org.eclipse.update.core,3.2.402.R36x_v20100629,"org.eclipse.update.core",1718184343681
started,bundle,org.eclipse.jsch.core,1.1.200.I20100505-1245,"org.eclipse.jsch.core",1718184344501
started,bundle,org.eclipse.team.cvs.core,3.3.300.I20100526-0800,"org.eclipse.team.cvs.core",1718184344501
started,bundle,org.eclipse.team.ui,3.5.101.R36x_v20100825-0800,"org.eclipse.team.ui",1718184344547
started,bundle,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console",1718184344578
started,bundle,org.eclipse.team.cvs.ui,3.3.301.R36x_v20100825-0800,"org.eclipse.team.cvs.ui",1718184344673
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1718184344908
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1718184344941
closed,view,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.internal.introview",1718184344987
activated,view,org.eclipse.ui.views,3.5.0.I20100527-0800,"org.eclipse.ui.views.ContentOutline",1718184347624
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1718184347635
started,bundle,org.eclipse.search,3.6.0.v20100520-0800,"org.eclipse.search",1718184348008
opened,view,org.eclipse.mylyn.tasks.ui,3.4.2.v20100902-0100-e3x,"org.eclipse.mylyn.tasks.ui.views.tasks",1718184348641
closed,view,org.eclipse.ui.views,3.5.0.I20100527-0800,"org.eclipse.ui.views.ContentOutline",1718184348703
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1718184353501
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1718184363398
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.views.showView",1718184363412
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.views.showView",1718184363412
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1718184367927
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1718184371620
started,bundle,org.eclipse.tm.terminal.view,2.1.0.v201006041240,"org.eclipse.tm.terminal.view",1718184371637
started,bundle,org.eclipse.tm.terminal,3.0.101.v201008191400,"org.eclipse.tm.terminal",1718184371646
opened,view,org.eclipse.tm.terminal.view,2.1.0.v201006041240,"org.eclipse.tm.terminal.view.TerminalView",1718184372106
activated,view,org.eclipse.tm.terminal.view,2.1.0.v201006041240,"org.eclipse.tm.terminal.view.TerminalView",1718184372201
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.views.showView",1718184372201
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.views.showView",1718184372201
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1718184385028
started,bundle,org.eclipse.debug.core,3.6.0.v20100519,"org.eclipse.debug.core",1718184388565
started,bundle,org.eclipse.jdt.launching,3.5.100.v20100526,"org.eclipse.jdt.launching",1718184388628
started,bundle,org.eclipse.jst.common.project.facet.core,1.4.102.v201008182136,"org.eclipse.jst.common.project.facet.core",1718184408444
started,bundle,org.eclipse.jst.ws.jaxrs.core,1.0.200.v201008201800,"org.eclipse.jst.ws.jaxrs.core",1718184408444
started,bundle,org.eclipse.jst.servlet.ui,1.1.402.v201008261918,"org.eclipse.jst.servlet.ui",1718184409609
started,bundle,org.eclipse.wst.common.core,1.2.0.v200908252030,"org.eclipse.wst.common.core",1718184409751
started,bundle,org.eclipse.wst.common.modulecore,1.2.3.v201008242000,"org.eclipse.wst.common.modulecore",1718184409752
started,bundle,org.eclipse.jst.j2ee.core,1.2.2.v201008120100,"org.eclipse.jst.j2ee.core",1718184409780
started,bundle,org.eclipse.jem,2.0.400.v201005110200,"org.eclipse.jem",1718184409827
started,bundle,org.eclipse.wst.common.frameworks.ui,1.2.0.v201004080500,"org.eclipse.wst.common.frameworks.ui",1718184409955
started,bundle,org.eclipse.wst.xml.core,1.1.502.v201009010342,"org.eclipse.wst.xml.core",1718184409955
started,bundle,org.eclipse.wst.validation,1.2.200.v201005271900,"org.eclipse.wst.validation",1718184410017
started,bundle,org.eclipse.jst.j2ee,1.1.402.v201009151730,"org.eclipse.jst.j2ee",1718184410158
started,bundle,org.eclipse.jst.jee.ui,1.0.302.v201009011600,"org.eclipse.jst.jee.ui",1718184410158
started,bundle,org.eclipse.jst.j2ee.navigator.ui,1.1.402.v201009081300,"org.eclipse.jst.j2ee.navigator.ui",1718184410221
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1718184446635
started,bundle,org.eclipse.pde.launching,3.6.0.v20100601,"org.eclipse.pde.launching",1718184447750
started,bundle,org.eclipse.ui.views.log,1.0.100.v20100423,"org.eclipse.ui.views.log",1718184447750
started,bundle,org.eclipse.pde.ui,3.6.1.v20100810_r361,"org.eclipse.pde.ui",1718184447765
opened,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1718184448016
opened,view,org.eclipse.ui.ide,3.6.1.M20100825-0800,"org.eclipse.ui.views.ProblemView",1718184448205
opened,view,org.eclipse.ui.views,3.5.0.I20100527-0800,"org.eclipse.ui.views.ContentOutline",1718184448365
activated,perspective,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.JavaPerspective",1718184448473
activated,view,org.eclipse.mylyn.tasks.ui,3.4.2.v20100902-0100-e3x,"org.eclipse.mylyn.tasks.ui.views.tasks",1718184448537
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.newWizard",1718184449042
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1718184451856
started,bundle,org.eclipse.ltk.core.refactoring,3.5.100.v20100526-0800,"org.eclipse.ltk.core.refactoring",1718184453954
started,bundle,org.eclipse.ltk.ui.refactoring,3.5.0.v20100526-0800,"org.eclipse.ltk.ui.refactoring",1718184453971
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1718184464147
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1718184490639
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1718184496314
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1718184503096
activated,view,org.eclipse.tm.terminal.view,2.1.0.v201006041240,"org.eclipse.tm.terminal.view.TerminalView",1718184503190
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.views.showView",1718184503199
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.views.showView",1718184503199
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1718184510020
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1718184520525
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1718184565969
activated,view,org.eclipse.ui.views,3.5.0.I20100527-0800,"org.eclipse.ui.views.ContentOutline",1718184567842
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1718184567874
closed,view,org.eclipse.ui.views,3.5.0.I20100527-0800,"org.eclipse.ui.views.ContentOutline",1718184567923
started,bundle,org.eclipse.compare,3.5.100.I20100526-0800,"org.eclipse.compare",1718184570495
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1718184573588
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1718184810550
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1718184816288
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1718184817742
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1718184822951
started,bundle,org.eclipse.jdt.debug,3.6.1.v20100715_r361,"org.eclipse.jdt.debug",1718184833337
started,bundle,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui",1718184833637
started,bundle,org.eclipse.jdt.debug.ui,3.5.0.v20100602-0830,"org.eclipse.jdt.debug.ui",1718184833893
started,bundle,org.eclipse.jst.jsp.ui,1.1.501.v201008232032,"org.eclipse.jst.jsp.ui",1718184833923
started,bundle,org.eclipse.wst.sse.core,1.1.502.v201008311901,"org.eclipse.wst.sse.core",1718184834114
started,bundle,org.eclipse.jst.jsp.core,1.2.302.v201008251735,"org.eclipse.jst.jsp.core",1718184834255
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1718184834967
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.rename",1718184835015
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1718184839275
started,bundle,org.eclipse.mylyn.ide.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.ide.ui",1718184884253
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1718184885425
started,bundle,org.eclipse.compare.core,3.5.100.I20100526-0800,"org.eclipse.compare.core",1718184887641
opened,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1718184887756
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1718184887895
started,bundle,org.eclipse.core.variables,3.2.400.v20100505,"org.eclipse.core.variables",1718184888038
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1718184902944
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1718184906475
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1718184917620
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1718184921228
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1718184936329
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1718184945996
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1718184947507
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1718184949805
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1718185085473
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1718185090786
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1718185109107
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1718185111110
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1718185190523
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1718185194664
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1718185334111
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1718185346046
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1718185356598
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1718185380889
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1718185381492
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1718185403573
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1718185465515
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1718185688053
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1718185689472
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1718185692878
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1718185701226
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1718185779424
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1718185834640
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1718185835110
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1718185838206
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1718186102401
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1718188162306
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1718188166197
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1718188556188
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1718188557495
started,bundle,org.eclipse.jdt.junit,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.junit",1718188558783
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1718188558962
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1718188566965
started,bundle,org.eclipse.jst.ws.jaxws.ui,1.0.1.v201008232129,"org.eclipse.jst.ws.jaxws.ui",1718188571055
started,bundle,org.eclipse.mylyn.java.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.java.ui",1718188571102
started,bundle,org.eclipse.pde.api.tools,1.0.202.v20100820_r361,"org.eclipse.pde.api.tools",1718188571291
started,bundle,org.eclipse.pde.api.tools.ui,1.0.201.v20100820_r361,"org.eclipse.pde.api.tools.ui",1718188571296
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1718188609387
executed,command,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.edit.text.java.format",1718188610269
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1718188610977
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1718188614529
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1718188639289
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1718188641133
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1718188658476
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1718188663003
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1718188680526
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1718188681884
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1718188683947
executed,command,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.edit.text.java.organize.imports",1718188684158
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1718188685011
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1718188696521
executed,command,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.edit.text.java.format",1718188698278
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1718188706847
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1718188711596
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1718188714979
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1718188737078
executed,command,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.edit.text.java.format",1718188738350
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1718188739291
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.undo",1718188741962
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1718188759696
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1718188768571
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1718188778485
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1718188790185
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1718188798757
executed,command,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.edit.text.java.format",1718188799967
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1718188800608
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1718188801670
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1718188802843
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1718188813266
